"station","year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"ELC",2007,0.92,3.31,0.51,0.97,0,0,NA,0.11,0.03,0,0.09,3.75,9.69
"ELC",2008,4.39,NA,NA,NA,NA,0,NA,0.2,0,0.03,1.98,4.9,11.5
"ELC",2009,0.18,4.59,0.04,0.23,0.02,0,0,0,0.03,0.09,0.91,4.74,10.83
"ELC",2010,6.56,4.63,1.03,3.02,0.02,NA,0.04,0,NA,3.74,2.23,9.36,30.63
"ELC",2011,0.73,5.04,2.76,0.54,1.57,0.15,0.1,0,0.12,0.63,3.95,1.66,17.25
"ELC",2012,NA,2.13,2.88,2.18,0.01,0,0,0,0.24,0.38,0.4,3.51,11.73
"ELC",2013,2.03,0.53,1.26,0.12,0.58,0,NA,NA,0,2.05,0.64,1.04,8.25
"ELC",2014,0.21,NA,1.8,0.78,0,0,0.15,0.21,0,NA,NA,NA,3.15
"ELS",1990,1.64,2.22,0.29,1.12,0.58,0.16,0.35,0,0,0,0.47,0.02,6.85
"ELS",1991,1.56,2.29,8.4,0,0.03,0,0.09,0,0.04,0,0,2.41,14.82
"ELS",1992,2.1,5.34,2.56,0.17,0.67,0,0.23,0,0,0.74,0,4.39,16.2
"ELS",1993,13.94,6.15,1.08,0,0,0.08,0,0,0,0.25,0.85,0.5,22.85
"ELS",1994,0.45,3.63,3.81,1.38,0.3,0,0,0,0,0.48,0.55,0.55,11.15
"ELS",1995,11.73,1.39,3.35,0.8,0.1,0.25,0.1,0,0,0,0,0.72,18.44
"ELS",1996,1.6,2.69,0.95,0.1,0,0,0,0,0,0.48,2.95,1.34,10.11
"ELS",1997,1.69,0.54,0,0,0,0,0,0,0.99,0.03,1.1,3.35,7.7
"ELS",1998,2.45,12.44,1.27,1.19,1.25,0,0,0.15,0.23,0,1.53,0.91,21.42
"ELS",1999,1,0.69,0.14,1.11,0.04,0,0.45,0,0,0,0,0.2,3.63
"ELS",2000,0.24,2.99,1.61,0.48,0,0,0,0.05,0,1.5,0.15,0,7.02
"ELS",2001,3.54,4.52,0.8,0.91,0,0,0,0,0,0,0.1,1.2,11.07
"ELS",2002,0.2,0.01,0.34,0.27,0,0,0,0,0,0,2.1,1.75,4.67
"ELS",2003,0.16,6.54,3.15,1.59,0.62,0,0.02,0,0,0,0.97,0.43,13.48
"ELS",2004,0.3,2.23,0,0,0,0,0,0,0,7.01,1.18,4.62,15.34
"ELS",2005,11.76,8.23,0.67,0.75,0.35,0,0,0,1.65,0.22,0,NA,23.63
"ELS",2006,1,1.5,2.42,1.98,0.36,0,NA,NA,0,0,0.7,0.5,8.46
"ELS",2007,0.01,0.02,0.02,0.32,0,0,0,0,NA,NA,NA,0.49,0.86
"ELS",2008,3.53,1.18,0.3,NA,0.78,0,0,0,0,0,1.74,4.05,11.58
"ELS",2009,0.06,3.97,0.13,0.05,0,0,0,0.01,0,0,0.07,3.55,7.84
"ELS",2010,8.88,3.14,0.47,1.16,0.02,0,0,0,0,1.61,1.06,11.67,28.01
"ELS",2011,0.7,3.08,2.96,0.46,0.47,0.07,0.09,0.09,0.03,0.44,1.37,0.74,10.5
"ELS",2012,0.55,0.51,1.51,1.18,0.02,0,0.32,0.05,0.24,0.36,0.14,1.73,6.61
"ELS",2013,0.91,0.46,0.46,0,0.14,0,0,0,0,0.16,0.53,0.7,3.36
"ELS",2014,0,0.83,1.25,0.5,0,0,0,0.66,0.45,NA,NA,NA,3.69
"ENG",1990,6.94,5.69,2.89,1.18,4.07,0,0.03,0,0.04,0.49,1.8,0.79,23.92
"ENG",1991,1.1,3.4,16.34,0.84,1.19,0.83,0,0.02,0.03,3.22,1.29,3.52,31.78
"ENG",1992,3.61,10.44,3.34,1.1,0,0.96,0,0.08,0,2.66,0.71,11.46,34.36
"ENG",1993,12.1,8.15,3.94,2.32,2.43,1.84,0,0,0,1.88,2.88,4.56,40.1
"ENG",1994,3.59,4.71,1.18,2.33,0.52,0.04,0,0,0.11,1.4,5.79,7.15,26.82
"ENG",1995,15.78,0.02,16.1,4.43,2.56,1.88,0,0,0,0,0.11,8.97,49.85
"ENG",1996,6.78,7.87,3.89,5,4.35,0.1,0.02,0,0.02,2.71,4.12,10.66,45.52
"ENG",1997,12.9,0.3,1.53,0.76,0.44,0.81,0,0.48,0.25,1.84,8.07,4.41,31.79
"ENG",1998,13.38,13.63,4.47,3.93,5.72,0.68,0,0,0.98,1.2,7.3,2.54,53.83
"ENG",1999,6.77,9.46,2.3,2.11,0.21,0.06,0,0.01,0,1.52,4.35,0.71,27.5
"ENG",2000,8.24,15.76,4.29,2.21,1.62,0.24,0,0,1.33,3.34,1.79,1.22,40.04
"ENG",2001,5.55,5.5,2.95,2.41,0.01,0.24,0,0,0.45,1.82,6,10.46,35.39
"ENG",2002,3.17,2.16,5.48,0.92,1.72,0,0,0,0,0,3.4,13.67,30.52
"ENG",2003,3.21,2.16,3.65,6.63,2.18,0,0,1.77,0,0.74,3.13,9.62,33.09
"ENG",2004,2.43,8.41,1.48,0.37,0.12,0,0,0,0.29,4.61,3.14,7.09,27.94
"ENG",2005,5.12,3.42,6.59,1.69,4.12,1.48,0,0,0.16,1.06,3.32,15.86,42.82
"ENG",2006,5.03,2.75,11.35,7.01,0.61,0,0,0,0,0.18,2.99,5.72,35.64
"ENG",2007,0.06,7.51,0.8,2.73,0.75,0.05,0,0,0.75,1.59,1.23,6.15,21.62
"ENG",2008,9.75,3.82,0.21,0.3,0.07,0,0,0,0,1.84,2.47,4.69,23.15
"ENG",2009,2.13,7.18,3.93,0.07,2.34,0.92,0,0,0,2.49,1.7,3.93,24.69
"ENG",2010,8.32,3.32,2.71,7.48,1.84,0,0,0,0,4.59,5.26,12.29,45.81
"ENG",2011,1.98,7.09,11.77,1.27,2.35,1.58,0,0,0.01,1.61,1.27,0.13,29.06
"ENG",2012,4.01,2.02,10.27,4.79,0.34,0.2,0,0.01,0,2.55,10.23,13.54,47.96
"ENG",2013,0.56,0.77,2.98,1.19,0.42,1.11,0,0.01,0.79,0.15,1.47,0.25,9.7
"ENG",2014,0.95,9.29,6.68,0.87,0.03,0,0,0.01,0.27,NA,NA,NA,18.1
"ERK",1990,7.2,4.5,3.3,1.41,3.74,0.32,0.22,0.71,0.19,1.73,3.07,2.91,29.3
"ERK",1991,1.65,2.75,6.94,2.52,2.16,0.26,1.13,0.37,0,1.06,1.95,2.36,23.15
"ERK",1992,3.99,3.8,3.51,2.42,0.06,1.27,0.25,0.01,0.33,2.08,2.21,9.33,29.26
"ERK",1993,7.15,5.93,4.72,5.94,4.44,1.23,0.37,0.54,0.03,0.56,1.04,7.12,39.07
"ERK",1994,5.09,7.12,2.06,3.3,1.1,0.71,0.08,0,0.06,0.58,8.2,7,35.3
"ERK",1995,12.74,1.4,11.18,7.47,1.21,1.85,0.08,0.22,0.69,0.53,2.26,11.56,51.19
"ERK",1996,10.74,8.11,3.51,4.64,2.4,0,0,0,0,3.5,5.16,21.26,59.32
"ERK",1997,8.81,2.55,3.51,3.06,0.9,1.25,0,0.84,2.05,2.73,7.39,4.73,37.82
"ERK",1998,13.42,13.95,7.85,2.23,3.17,0.33,0.16,0.01,0.08,3.06,14.09,5.4,63.75
"ERK",1999,4.37,10.32,8.94,1.79,1.62,0.15,0.04,0.3,0.05,1.6,7.36,3.02,39.56
"ERK",2000,9.71,7,2.81,2.15,1.86,0.54,0.04,0,0.55,2.99,3.51,1.98,33.14
"ERK",2001,3.79,3.6,2.45,2.54,0.71,0.69,0.2,0.21,0.28,1,7.71,11.56,34.74
"ERK",2002,6.37,5.76,4.32,2.42,0.55,0.28,0.03,0.01,0.06,0.06,2.66,23.31,45.83
"ERK",2003,5.51,3.84,4.91,11.25,1.74,0.04,0.02,0.49,0.35,0.55,5.78,11.35,45.83
"ERK",2004,6.29,8.12,2.38,1.68,1.37,0.06,0.06,0.43,0.68,5.71,1.87,9.43,38.08
"ERK",2005,5.91,2.42,6.24,4.7,3.9,3.08,0.05,0.07,0.08,2.4,8.52,12.72,50.09
"ERK",2006,12.09,6.34,11.11,4.08,1.03,0.35,0.04,0,0,0.58,7.41,7.09,50.12
"ERK",2007,1.86,11.86,2.51,2.72,0.86,0.46,0.97,0.08,0.6,4.92,2.33,7.3,36.47
"ERK",2008,9.7,2.73,3.16,2.12,0.04,0.24,0.02,0.47,0.05,0.93,5.52,6.66,31.64
"ERK",2009,1.58,6.2,5.45,1.23,2.93,0.18,0.06,0.02,1.03,1.95,4.15,4.17,28.95
"ERK",2010,9.29,4.2,6.06,7.76,3.51,2.31,0.04,0.15,1.39,4.26,4.69,10.08,53.74
"ERK",2011,2.23,3.62,11.88,4.07,1.43,1.29,0.17,0.04,0.37,4.21,3.86,2.22,35.39
"ERK",2012,7.76,2.63,12.02,4.76,0.77,2,0.67,0.07,0.04,2.72,6.36,10.97,50.77
"ERK",2013,2.57,1.78,3.09,2.44,1.17,0.43,0,0.08,3.14,0.05,1.29,0.56,16.6
"ERK",2014,1.35,6.09,6.25,1.37,0.58,0.35,0.02,0.02,2.78,NA,NA,NA,18.81
"ERY",1990,2.7,3.19,1.52,1.42,0.71,0.54,1.54,0.46,0.96,0.36,0.74,1.22,15.36
"ERY",1991,0.34,0.89,10.15,0.54,1.89,0.42,0.28,0.18,0.46,2,1.59,1.33,20.07
"ERY",1992,1.21,4.26,1.17,0.2,0.34,1.04,1.72,1.08,0.25,2.15,0.09,5.43,18.94
"ERY",1993,7.98,3.38,0.25,0.54,0.48,0.51,0,0.02,0,0.22,1.04,1.2,15.62
"ERY",1994,1.02,4.08,1.42,0.91,2.45,0.23,0.17,0,0.43,1.51,8.41,1.31,21.94
"ERY",1995,7.04,0.55,7,1.59,3.08,1.89,0.1,0.51,0.18,0,0.12,5.41,27.47
"ERY",1996,4.95,8.52,3.74,2.27,1.92,0.1,0.42,0.53,0.7,1.62,4.82,9.5,39.09
"ERY",1997,13.52,0.1,0.27,0.5,0.48,0.88,0.87,0.36,0.42,0.45,2.37,1.86,22.08
"ERY",1998,7.01,9.76,3.61,1.66,1.04,1.2,0.27,0.12,0.91,0.86,3.61,0.57,30.62
"ERY",1999,6.18,3.2,2.15,2.29,0,0,0.87,0.67,0.81,0.72,0.91,0.4,18.2
"ERY",2000,7.07,7.03,0.68,0.91,1.19,0.38,0,0.86,0,1.35,0.16,0.05,19.68
"ERY",2001,1.95,3.4,3.28,2,0.65,0.19,1.38,0.52,0.86,1.16,3.17,4.4,22.96
"ERY",2002,2.02,0.94,1.52,1.2,0.42,0.42,0.27,0.22,0.87,0.28,3.77,4.91,16.84
"ERY",2003,0.1,1.7,1.1,2.42,0.3,0.3,2.4,0.78,NA,1.34,17.33,0.47,28.24
"ERY",2004,0.6,2.7,0.5,0.5,1,0.3,0.64,1.4,0,2.7,1.2,4.43,15.97
"ERY",2005,1.3,2.5,2.4,0.4,0.1,1.5,0.7,0.5,0,1.4,0,7.8,18.6
"ERY",2009,0.9,1.78,1.81,0.2,0.35,0.32,0.27,0.44,0.01,2.88,0.51,2.56,12.03
"ERY",2010,3.51,3.27,1.4,2.56,0.8,0,0.6,0,0,6.16,1.78,6.77,26.85
"ERY",2011,2.93,2.17,4.78,1.31,3.9,0.86,0.87,0,0.4,1.38,0.51,0,19.11
"ERY",2012,2.9,0.9,3.07,1.23,0.04,0.28,0.04,3.12,NA,1.25,2.5,5.1,20.43
"ERY",2013,0.44,0.16,1.1,0.36,0.8,0.24,0.04,0.2,0.4,0.6,0.56,1.28,6.18
"ERY",2014,1.32,4.02,2.52,1.2,0.8,0.52,0.88,1.68,0.36,NA,NA,NA,13.3
"EXC",1990,2.42,2.52,1.55,1.35,2,0,0,0,0.04,0.06,0.92,0.67,11.53
"EXC",1991,0.1,1.91,9.95,0.4,0.28,0.05,0,0.14,0,2.43,0.39,1.98,17.63
"EXC",1992,1.53,4.65,3.03,0,0.01,0.21,0.47,0,0,1.28,0.07,5.96,17.21
"EXC",1993,9.82,5.58,4.17,0.69,0.87,1.05,0,0,0,0.59,1.19,2.14,26.1
"EXC",1994,1.96,4.75,0.22,2.12,1.08,0,0,0,0.27,0.44,2.9,2,15.74
"EXC",1995,11.26,0.72,7,2.47,1.07,1.57,0.04,0,0,0,0,3.91,28.04
"EXC",1996,5.4,5.23,3.09,1.68,1.41,0.25,0,0.02,0,1.62,3.87,14.88,37.45
"EXC",1997,7.64,0.22,0.03,0.18,0.03,0.08,0,0,0.07,0.27,3.48,1.88,13.88
"EXC",1998,8.74,8.78,5.55,2.9,1.53,0.67,0,0,0.29,0.31,1.14,2.4,32.31
"EXC",1999,4.29,4.33,1.73,2.11,0.28,0.03,0,0,0,0.17,2.12,0.1,15.16
"EXC",2000,6.36,9.64,2.78,2.1,1.25,0.49,0,0,0,3.44,0.24,0.46,26.76
"EXC",2001,4.51,3.12,2.06,2.64,0,0,0.05,0,0.33,0.56,3.74,5.84,22.85
"EXC",2002,1.92,1.08,2.02,0.49,0.83,0,0,0,0.03,0,2.86,4.95,14.18
"EXC",2003,0.86,1.58,1.66,4.4,1.82,0,0.01,0.46,0.11,0.02,1.78,4.82,17.52
"EXC",2004,1.38,4.1,1.1,0.03,0.33,0,0,0,0.02,6.02,2,4.21,19.19
"EXC",2005,7.3,3.45,6.17,0.87,2.42,0.12,0,0.05,0.14,0.64,0.67,4.86,26.69
"EXC",2006,4.45,1.88,5.87,5.8,2.23,0,0,0,0,0.81,1.79,3.25,26.08
"EXC",2007,1.12,4.02,0.86,1.19,0.26,0,0.01,0,0.07,2.39,0.31,2.83,13.06
"EXC",2008,7.93,3.28,0.05,0.01,0.37,0,0,0,0,0.73,1.46,2.5,16.33
"EXC",2009,3.4,3.12,1.73,0.78,0.98,0.56,0,0,0.24,1.93,0.53,4.55,17.82
"EXC",2010,5.44,3.68,2.08,5.84,0.53,0.03,0,0,0,1.52,3.43,7.63,30.18
"EXC",2011,2.02,3.83,7.35,0.72,1.44,2.03,0,0,0.01,1.21,0.73,0,19.34
"EXC",2012,2.47,1.03,4.47,3.62,0,0.27,0.01,0,0.08,0.23,1.57,6.13,19.88
"EXC",2013,0.94,0.65,1.55,0.61,0.63,0.09,0,0,0,0.06,0.93,0.53,5.99
"EXC",2014,1.06,2.47,1.83,1.06,0.04,0,0,0.03,0.01,NA,NA,NA,6.5
"FBW",1990,2.79,1.09,1.23,1.74,1.53,0.16,0.31,0.85,0.09,0.77,0.97,0.74,12.27
"FBW",1991,1.63,0.68,3.83,1.67,2.57,1.29,0.08,0.11,0,1.56,1.78,1.29,16.49
"FBW",1992,0.26,1,1.26,2.12,0.13,2.08,0.12,0,0.08,2.82,3.17,3.46,16.5
"FBW",1993,3.92,2.28,2.57,2.88,2.27,1.84,0.33,0.63,0.2,1,0.63,1.74,20.29
"FBW",1994,0.62,2.42,0.89,0.79,1.8,0.46,0.51,0,0.25,0.56,3.26,2.96,14.52
"FBW",1995,4.25,1.01,4.14,3.28,2.1,0.98,0.55,0,0,0.36,1.02,7.46,25.15
"FBW",1996,4.84,3.17,1.19,1.3,2.5,1.25,0.13,0.04,0.75,2.28,2.92,8.13,28.5
"FBW",1997,4.88,0.78,1.38,3.47,0.24,1.05,0.78,0.18,0.23,0.92,2.59,1.52,18.02
"FBW",1998,5.96,3.11,1.79,0.89,3.09,1.61,0.34,0,0.89,0.45,4.97,0.97,24.07
"FBW",1999,3.45,3.68,1.22,0.67,0.83,0.89,0.11,1.75,0,0.8,0.45,1.1,14.95
"FBW",2000,5.02,2.8,1.7,0.9,0.79,0.12,0.32,0,0.53,1.27,1.05,1.46,15.96
"FBW",2001,0.99,3.6,2.16,1.48,0.35,0.18,0.09,0.05,0.3,0.59,3.38,4.47,17.64
"FBW",2002,1.58,1.77,1.4,1.96,0.52,0.3,0.04,0,0.12,0.14,1.72,2.04,11.59
"FBW",2003,1.55,1.03,3.23,2.47,2.08,0.2,0,0.63,0.45,0.04,2.11,3.84,17.63
"FBW",2004,1.56,2.39,0.87,1.56,1.4,0.54,0,0.76,NA,2.86,1.36,2.74,16.04
"FBW",2005,1.98,0.79,2.3,NA,NA,NA,NA,NA,NA,0.47,3.67,6.62,15.83
"FBW",2006,2.74,2.23,1.89,2.79,0.94,0.55,0.04,0.58,NA,0.7,NA,NA,12.46
"FBW",2007,NA,NA,NA,1.51,0.25,0.42,0,0.1,0.21,1.02,0.75,NA,4.26
"FBW",2009,0.5,1.53,0.87,0.87,0.76,0.87,0,0.21,0,1.12,0.95,1.66,9.34
"FBW",2010,1.94,0.49,2.61,1.74,1.48,1.08,0,0,0.42,2.44,2.3,5.56,20.06
"FBW",2011,1.17,1.29,5.6,3.86,1.29,1.07,0,0,0,0.34,1.07,0.8,16.49
"FBW",2012,1.21,1.06,2.84,1.86,0.73,0.32,0,0,0,0.8,2.27,4.16,15.25
"FBW",2013,0.6,0.73,0.47,0.78,1.29,0.91,0.17,0.54,1.06,0.22,0.39,0.62,7.78
"FBW",2014,1.84,5.05,1.98,0.6,0.42,0.61,0.31,0.6,0.15,NA,NA,NA,11.56
"FDD",1990,4.79,3.42,3.32,2.57,4.3,0,0.03,0,0.02,0.54,1.67,1.23,21.89
"FDD",1991,0.87,2.65,14.15,1.41,1.73,2.43,0,0.19,0.01,4.36,1.23,2.77,31.8
"FDD",1992,2.31,8.43,5.02,0.81,0,1.01,0.02,0,0,4.11,0.52,11.78,34.01
"FDD",1993,12.39,8.8,5.79,2.1,2.55,0.94,0,0,0,0.6,2.31,3.84,39.32
"FDD",1994,3.08,6.72,0.35,3.13,1.96,0.02,0,0,0.61,1.32,7.5,6.07,30.76
"FDD",1995,17.54,1.22,17.75,4.2,4.09,2.41,0.04,0,0,0,0.32,7.61,55.18
"FDD",1996,8.95,8.05,5.5,3.78,5.89,1.04,0,0,0.28,1.63,7.26,17.25,59.63
"FDD",1997,14.26,1.1,0.39,1.68,0.36,0.78,0,0.39,0.2,2.35,5.27,2.89,29.67
"FDD",1998,13.81,14.96,7.6,5.17,7.64,0.93,0.02,0,0.62,0.77,4.46,3.6,59.58
"FDD",1999,7.67,11.72,3.63,2.41,1.19,0.46,0,0.05,0,1.26,4.28,0.87,33.54
"FDD",2000,12.4,14.09,1.73,2.29,4.32,0.54,0,0.05,1.39,4.91,1.73,1.27,44.72
"FDD",2001,4.6,6.19,2.69,4.17,0,0.08,0,0,0.45,0.85,5.34,8.28,32.65
"FDD",2002,3.42,3.86,5.46,1.41,2.08,0,0,0,0,0,4.03,10.76,31.02
"FDD",2003,1.07,2.67,3.78,9.47,1.51,0,0,1,0,0,2.94,10.24,32.68
"FDD",2004,3.7,7.45,1.53,0.41,0.13,0,0,0,0.37,6.24,3.73,6.78,30.34
"FDD",2005,10.16,4.46,10.01,2.23,4.55,1.54,0,0.05,0.81,0.51,2.13,17.03,53.48
"FDD",2006,6.53,3.1,12.52,12.18,0.99,0,0,0,0,0.76,2.1,5.09,43.27
"FDD",2007,1.86,9.61,1.46,2.77,0.53,0.05,0,0,0.39,2.11,0.97,4.85,24.6
"FDD",2008,9.27,4.64,0.78,0.17,0.73,0,0,0,0,1.36,4.09,4.16,25.2
"FDD",2009,4.53,7.65,3.75,2.05,2.84,0.04,0,0,0.08,2.75,1.47,6.47,31.63
"FDD",2010,7.44,4.21,5.99,6.57,4.13,0.01,0,0,0,5.21,7.03,12.72,53.31
"FDD",2011,2.73,6.35,13.35,1.48,3.82,3.21,0,0,0.13,2.85,1.89,0.1,35.91
"FDD",2012,4.31,1.79,9.28,6.8,0.07,0.44,NA,NA,NA,2.03,5.53,10.45,40.7
"FDD",2013,1.33,0.81,2.89,1.16,0.93,0.4,0,0,1.28,0,1.47,0.51,10.78
"FDD",2014,1.15,9.75,5.46,2.98,0.3,0,0,0,0.93,NA,NA,NA,20.57
"FGC",1990,2.09,1.96,0.6,0.91,2.11,0.04,0,0,0,0,0.53,1.65,9.89
"FGC",1991,0.35,1.01,9.38,0.01,0.06,0.03,0,0.03,0.08,1.79,0.16,1.59,14.49
"FGC",1992,1.66,5.3,2.36,0.08,0.22,0,0.04,0,0,2.21,0.05,2.84,14.76
"FGC",1993,7.72,3.42,2.21,0.24,0.14,0.91,0,0,0,0.21,1.32,1.52,17.69
"FGC",1994,1.81,2.58,0.39,1.34,0.97,0,0,0,0.33,1.15,2.52,2.51,13.6
"FGC",1995,6.48,1.01,7.69,1.67,0.95,0.42,0.02,0,0,0,0,3.11,21.35
"FGC",1996,2.79,4.55,2.67,1.34,0.64,0.08,0,0,0,2.31,3.68,6.27,24.33
"FGC",1997,6.92,0.12,0.06,0,0,0.08,0.04,0,0.15,0.25,2.5,1.95,12.07
"FGC",1998,5.75,6.43,4.26,1.93,1.73,1.59,0,0,0.12,0.2,0.55,1.16,23.72
"FGC",1999,3.2,1.81,0.93,1.53,0.06,0.52,0,0,0,0,1.11,0.04,9.2
"FGC",2000,4.64,8.16,1.97,2.67,0.07,0.92,0,0,0.51,3.16,0.02,0.14,22.26
"FGC",2001,3.54,2.83,1.31,1.7,0,0,0.1,0,0,0.58,2.49,3.55,16.1
"FGC",2002,1.49,1.1,1.49,0.38,0.72,0,0,0,0,0,1.94,2.9,10.02
"FGC",2003,0.58,1.9,0.96,2.44,1.1,0,0,0.01,0,0.12,NA,NA,7.11
"FGC",2008,4.34,1.42,0.06,0.03,0.6,0,0,0,0,0.22,1.59,1.88,10.14
"FGC",2009,1.37,2.1,0.91,0.49,0,0.31,0,0.02,0.07,1.52,0.16,3.34,10.29
"FGC",2010,2.83,4.16,1.31,2.79,0.31,0,0,0,0,1.62,2.1,7.31,22.43
"FGC",2011,2.26,2.06,5.33,0.17,0.66,2.18,0,0,0,1.26,0.15,0,14.07
"FGC",2012,1.25,0.78,3.17,2.04,0.01,0,0,0.02,0,0.25,2.08,5.27,14.87
"FGC",2013,0.74,0.72,0.27,0.46,0.05,0,0.03,0.1,0.08,0.25,0.45,0.43,3.58
"FJN",1990,3.97,1.45,1.17,1.09,2.64,0.2,0.42,0.58,0.35,0.7,1.32,0.79,14.68
"FJN",1991,1.01,2.25,3.35,1.53,1.16,0.63,0.57,0.62,0.08,0.66,2.81,1.55,16.22
"FJN",1992,1.4,1.67,0.89,1.63,0.38,2.35,0.76,0,0.08,1.87,1.31,5.27,17.61
"FJN",1993,5.45,1.92,2.28,2.82,2.47,1.47,0.02,1.33,0.37,0.52,0.66,3.53,22.84
"FJN",1994,1.99,1.53,0.31,0.48,1.23,0.05,0,0,0.08,0.06,5.92,1.79,13.44
"FJN",1995,9.05,1.29,6.97,3.31,2.06,1.87,2.15,0,0,0.03,0.42,8.44,35.59
"FJN",1996,7.67,2.89,1.55,2.43,1.89,0.24,0.3,0.18,0.48,1.34,3.83,11.46,34.26
"FJN",1997,5.92,0.74,0.98,1.28,0.49,1.26,1.31,1.1,0.75,1.54,2.42,1.6,19.39
"FJN",1998,7.66,5.62,4.54,1.53,3.17,0.41,0.17,0,0.65,1.05,8.9,1.36,35.06
"FJN",1999,4.58,7.8,1.01,0.19,0.07,0.01,0,0.46,0,1.09,2.77,1.2,19.18
"FJN",2000,6.94,4.38,1.4,2.39,0.35,0.41,0.11,0.22,0.16,1.51,0.75,1.06,19.68
"FJN",2001,0.98,0.58,0.97,0.62,0.37,0.14,0.93,0,0.5,0.28,5.3,4.96,15.63
"FJN",2002,3.22,1.57,0.57,1.77,0.29,0.23,0.38,0.01,0.23,0,3.63,12.89,24.79
"FJN",2003,3.65,0.82,3.23,2.26,0.21,0.02,1.49,0.66,0.06,0,0.84,5.24,18.48
"FJN",2004,1.79,4.44,1.44,0.59,0.58,0.16,1.29,0.44,0,3.03,1.15,5.35,20.26
"FJN",2005,2.19,0.65,2.03,1.51,2.99,0.38,0.09,0,0.07,0.42,5.67,10.89,26.89
"FJN",2006,9.41,2.13,1.76,1.7,0.6,0.3,0,0.2,0,0.08,2.94,5.42,24.54
"FJN",2007,1.44,4.67,0.5,0.69,0.59,0.07,0.56,0.06,0,3.4,0.85,2.91,15.74
"FJN",2008,5.95,2.41,0.51,0.56,1.65,0.02,0,0.1,0,0.81,1.98,1.62,15.61
"FJN",2009,0.86,3.2,1.3,0.23,1.6,2.66,0,0.17,0,1.4,0.75,1.93,14.1
"FJN",2010,2.19,1.46,1.63,2.4,0.53,0.45,0.27,0.01,0.68,3.25,2.64,4.94,20.45
"FJN",2011,1.08,1.53,5.13,0.77,1.76,1.6,0.36,0,0.13,1.86,1.66,0.56,16.44
"FJN",2012,4.24,1.32,4.28,1.52,0.14,0.73,0.05,0.06,0,0.73,3.58,7.18,23.83
"FJN",2013,2.86,0.55,0.77,1.29,1.96,0.3,0,0.55,1.65,0,0.53,0.48,10.94
"FJN",2014,0.78,2.58,4.12,0.28,0.79,0.2,0.35,0.01,1.94,NA,NA,NA,11.05
"FLD",1990,4.19,3.52,1.16,1.16,3.42,0,0,0,0,0.39,1.26,1.6,16.7
"FLD",1991,0.81,2.93,11.46,0.38,0.55,0.5,0.01,0.37,0,2.16,0.59,2.72,22.48
"FLD",1992,2.1,7.52,2.8,1.59,0,1.06,0,0,0,1.42,0.19,7.52,24.2
"FLD",1993,8.66,5.99,3.48,0.66,1.32,0.55,0,0,0,0.96,2.86,2.91,27.39
"FLD",1994,1.66,3.92,0.63,0.94,1.21,0,0,0,0.12,0.68,4.43,4.87,18.46
"FLD",1995,15.62,0.75,9.78,3.37,2.96,1.05,0,0,0,0,0.04,5.7,39.27
"FLD",1996,4.09,6.41,1.98,3.92,3.61,0.2,0,0,0.01,1.48,2.45,9.9,34.05
"FLD",1997,10.98,0.49,0.43,1,0.32,0.71,0,0.47,0,1.54,3.53,3.02,22.49
"FLD",1998,8.54,13.36,3.22,3.84,5.71,0.12,0,0,0.27,0.8,4.08,1.74,41.68
"FLD",1999,4.07,6.22,2.19,0.75,0.24,0.13,0,0.01,0,0.36,2.46,0.23,16.66
"FLD",2000,8.81,13.28,1.58,1.01,1.5,0.31,0,0,0.38,3.25,0.39,0.7,31.21
"FLD",2001,2.32,5.04,1.94,2.76,0,0.09,0,0,0.44,0.47,3.66,6.85,23.57
"FLD",2002,2.64,1.34,3.78,0.46,1.79,0,0,0,0,0,2.06,7.41,19.48
"FLD",2003,1.25,1.6,2.07,5.39,0.89,0,0,0.32,0,0.28,1.43,3.98,17.21
"FLD",2004,1.55,3.63,0.48,0.28,0,0.32,0.24,0.08,0.48,3.66,3.17,5.21,19.1
"FLD",2005,6.97,2.31,3.7,1.27,0.87,0.2,0.32,0,0.51,0.12,0.48,8.83,25.58
"FLD",2006,8.83,6.48,7.51,6.19,NA,NA,NA,NA,NA,0,NA,2.73,31.74
"FLD",2008,5.41,NA,NA,0.08,0,0,0,0,0,NA,NA,2.05,7.54
"FLD",2009,2,4.69,2.52,1.34,1.97,NA,NA,NA,NA,NA,NA,3.03,15.55
"FLD",2010,5.08,2.64,1.77,3.86,1.38,0.04,0,0,0,NA,3.14,6.3,24.21
"FLD",2011,1.78,4.64,7.6,0.51,2.21,1.73,0,0.35,0,2.25,0.74,0.34,22.15
"FLD",2012,2.92,1.45,5.63,3.82,0.04,0.26,0,0,0,1.57,6.22,6.15,28.06
"FLD",2013,0.63,0.27,1.62,0.74,NA,0.47,0,NA,NA,0,0.95,0.39,5.07
"FLR",1990,2.7,2.6,2.49,1.4,1.89,0.1,0.42,1,0.6,0.2,0.3,0.8,14.5
"FLR",1991,1,1.3,13.7,0.5,0.02,0.4,0.9,1.2,2,1.5,1.2,2.5,26.22
"FLR",1992,1.3,7,2.5,0.2,1.1,0.5,3.9,1,0.3,2.7,0.1,8.1,28.7
"FLR",1993,16.01,7.5,3.4,0,0.17,1.5,0,0,0,0.7,1.5,1.7,32.48
